DFS_Penalty,Rule_Coverage_Ratio,Average_Score
0.1,0.8717948717948718,0.21704933730044051
0.2,0.5897435897435898,0.2315842180460555
0.3,0.2717948717948718,0.28559632977449423
0.6,0.02564102564102564,0.5276575287964511
0.8,0.0,0.7029793905582904
1.0,0.0,0.8512186860386135
