Experiment,IoU
Baseline,1.0
Exp1_NoDistinction,0.267410951621478
Exp1_StrongDistinction,0.861111111111111
Exp2_NoDecay,0.7044426162073222
Exp2_StrongDecay,0.861111111111111
Exp3_NoBonus,0.7917871602082128
Exp3_HighBonus,0.8504248589387908
Exp4_NoISI,0.7971107839528893
